job_id,company_name,job_title,minimum_salary,maximum_salary,job_address,job_description,company_website,for_more_info
1886589,RST.ua,"Account Manager (реклама, автобизнес)",no_info,21000,"Киев, вулиця Сирецька, 9.","Подольский район, Куреневка. Офисная работа.Коротко о вакансии:Ведение...",http://rst.ua,https://www.work.ua/ru/jobs/1886589/
4507033,Favbet,Middle Accountant (Non-residents),no_info,no_info,Киев,"FAVBET — це Entertainment Tech компанія, створена в 1999 році. Ми прац...",http://favbet.com,https://www.work.ua/ru/jobs/4507033/
4637392,"Котапська, ФОП",Швачка-прикрашальниця весільних суконь,18000,30000,"Черновцы, 1 Приміська, 3.",Компанія «IRYNA KOTAPSKA» http://www.kotapska.com/З моменту створення ...,http://www.kotapska.com,https://www.work.ua/ru/jobs/4637392/
4639699,BeerMarket,Продавець-консультант,11000,15000,"Боярка, вулиця Боярська.","Ми — BeerMarket — національна мережа магазинів розливних напоїв, працю...",http://beer-market.com.ua,https://www.work.ua/ru/jobs/4639699/
4694906,"Котапська, ФОП",Маркетолог,no_info,no_info,"Черновцы, 3 Приміська.",Компания «IRYNA KOTAPSKA» http://www.kotapska.com/ С момента создания ...,http://www.kotapska.com,https://www.work.ua/ru/jobs/4694906/
4695026,Work.ua,Завгосп,no_info,15000,"Днепр, площа Героїв Майдану, 1.",У Work.ua (https://www.work.ua/careers/) з’явилася вакансія завідуючог...,http://www.work.ua/ru/careers/,https://www.work.ua/ru/jobs/4695026/
4695604,Студіо Модерна,"Менеджер з продажу товарів (Dormeo, Deli...",5000,25000,Кривой Рог,Втомилися їздити на роботу і втрачати дорогоцінний час у транспорті? Ц...,http://www.studio-moderna.com,https://www.work.ua/ru/jobs/4695604/
4081297,Альянс Будівельників України,Руководитель отдела продаж,30000,80000,"Киев, вулиця Набережно-Хрещатицька, 11.","Компания «Альянс Строителей Украины», которая успешно работает на стро...",http://www.aby.kiev.ua,https://www.work.ua/ru/jobs/4081297/
4468895,Edinstvo Group,Фінансовий аналітик,no_info,no_info,Полтава,EDINSTVO GROUP — один з найбільших українських вертикально інтегровани...,http://inter-edinstvo.com/ru,https://www.work.ua/ru/jobs/4468895/
4695592,Migronis,Юрист у відділ процесингу,no_info,no_info,Киев,Мігроніс — компанія з головним офісом в Лісабоні в галузі інвестиційно...,http://migronis.com/,https://www.work.ua/ru/jobs/4695592/
4695590,Студіо Модерна,Менеджер з продажу товарів у call-центр ...,7200,62145,"Полтава, вулиця Миру, 3.","Компанія ТОВ «Студіо Модерна» власник брендів: Dormeo, Delimano, Walkm...",http://www.studio-moderna.com,https://www.work.ua/ru/jobs/4695590/
4512287,Кондитерська Корпорація ROSHEN,Оператор виробничої лінії,no_info,30000,"Борисполь, вулиця Привокзальна, 82.",Нове підприємство Бориспільський крохмале-патоковий Комбінат оголошує ...,http://www.roshen.com,https://www.work.ua/ru/jobs/4512287/
